name,id,desc,type,access,val
"Al_Cool.Trigger",988,"Cooling device alarm - Alarm status Trigger",BOOL,RW,0
"Al_Cool2_WorkHrsWarn.Active",989,"Cool device 2 maintenance required - Alarm status",BOOL,R,0
"Al_Cool2_WorkHrsWarn.Trigger",990,"Cool device 2 maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_CoolWorkHrsWarn.Active",991,"Cool device maintenance required - Alarm status",BOOL,R,0
"Al_CoolWorkHrsWarn.Trigger",992,"Cool device maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_DC_VoltageHigh_EBM_1.Active",993,"Supply fan - DC-voltage high - Alarm status",BOOL,R,0
"Al_DC_VoltageHigh_EBM_1.Trigger",994,"Supply fan - DC-voltage high - Alarm status Trigger",BOOL,RW,0
"Al_DC_VoltageHigh_EBM_2.Active",995,"Return fan - DC-voltage high - Alarm status",BOOL,R,0
"Al_DC_VoltageHigh_EBM_2.Trigger",996,"Return fan - DC-voltage high - Alarm status Trigger",BOOL,RW,0
"Al_DClinkOverV_EBM_1.Active",997,"Supply fan - DC-link overvoltage - Alarm status",BOOL,R,0
"Al_DClinkOverV_EBM_1.Trigger",998,"Supply fan - DC-link overvoltage - Alarm status Trigger",BOOL,RW,0
"Al_DClinkOverV_EBM_2.Active",999,"Return fan - DC-link overvoltage - Alarm status",BOOL,R,0
"Al_DClinkOverV_EBM_2.Trigger",1000,"Return fan - DC-link overvoltage - Alarm status Trigger",BOOL,RW,0
"Al_DClinkUnderV_EBM_1.Active",1001,"Supply fan - DC-link undervoltage - Alarm status",BOOL,R,0
"Al_DClinkUnderV_EBM_1.Trigger",1002,"Supply fan - DC-link undervoltage - Alarm status Trigger",BOOL,RW,0
"Al_DClinkUnderV_EBM_2.Active",1003,"Return fan - DC-link undervoltage - Alarm status",BOOL,R,0
"Al_DClinkUnderV_EBM_2.Trigger",1004,"Return fan - DC-link undervoltage - Alarm status Trigger",BOOL,RW,0
"Al_DClinkV_Low_EBM_1.Active",1005,"Supply fan - DC-link volt.low - Alarm status",BOOL,R,0
"Al_DClinkV_Low_EBM_1.Trigger",1006,"Supply fan - DC-link volt.low - Alarm status Trigger",BOOL,RW,0
"Al_DClinkV_Low_EBM_2.Active",1007,"Return fan - DC-link volt.low - Alarm status",BOOL,R,0
"Al_DClinkV_Low_EBM_2.Trigger",1008,"Return fan - DC-link volt.low - Alarm status Trigger",BOOL,RW,0
"Al_Door_switch.Active",1009,"Door switch - Alarm status",BOOL,RW,0
"Al_Door_switch.Trigger",1010,"Door switch - Alarm status Trigger",BOOL,RW,0
"Al_EEV_A_EVD1.Active",1011,"Circ.1 - EEV motor error - Alarm status",BOOL,R,0
"Al_EEV_A_EVD1.Trigger",1012,"Circ.1 - EEV motor error - Alarm status Trigger",BOOL,RW,0
"Al_EEV_A_EVD2.Active",1013,"Circ.2 - EEV motor error - Alarm status",BOOL,R,0
"Al_EEV_A_EVD2.Trigger",1014,"Circ.2 - EEV motor error - Alarm status Trigger",BOOL,RW,0
"Al_EEV_A_EVD3.Active",1015,"Circ.3 - EEV motor error - Alarm status",BOOL,R,0
"Al_EEV_A_EVD3.Trigger",1016,"Circ.3 - EEV motor error - Alarm status Trigger",BOOL,RW,0
"Al_EarthGNDfault_ZA_1.Active",1017,"Supply fan - Earth-GND fault - Alarm status",BOOL,R,0
"Al_EarthGNDfault_ZA_1.Trigger",1018,"Supply fan - Earth-GND fault - Alarm status Trigger",BOOL,RW,0
"Al_EarthGNDfault_ZA_2.Active",1019,"Return fan - Earth-GND fault - Alarm status",BOOL,R,0
"Al_EarthGNDfault_ZA_2.Trigger",1020,"Return fan - Earth-GND fault - Alarm status Trigger",BOOL,RW,0
"Al_EmergencyClosing_EVD1.Active",1021,"Circ.1 - EEV alarm emergency closing - Alarm status",BOOL,R,0
"Al_EmergencyClosing_EVD1.Trigger",1022,"Circ.1 - EEV alarm emergency closing - Alarm status Trigger",BOOL,RW,0
"Al_EmergencyClosing_EVD2.Active",1023,"Circ.2 - EEV alarm emergency closing - Alarm status",BOOL,R,0
"Al_EmergencyClosing_EVD2.Trigger",1024,"Circ.2 - EEV alarm emergency closing - Alarm status Trigger",BOOL,RW,0
"Al_EmergencyClosing_EVD3.Active",1025,"Circ.3 - EEV alarm emergency closing - Alarm status",BOOL,R,0
"Al_EmergencyClosing_EVD3.Trigger",1026,"Circ.3 - EEV alarm emergency closing - Alarm status Trigger",BOOL,RW,0
"Al_Err_retain_write.Active",1027,"Error in retain memory writings - Alarm status",BOOL,R,0
"Al_Err_retain_write.Trigger",1028,"Error in retain memory writings - Alarm status Trigger",BOOL,RW,0
"Al_ExhTempPrb.Active",1029,"Exhaust temperature probe not working - Alarm status",BOOL,R,0
"Al_ExhTempPrb.Trigger",1030,"Exhaust temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_ExtTempPrb.Active",1031,"Fresh temperature probe broken not working - Alarm status",BOOL,R,0
"Al_ExtTempPrb.Trigger",1032,"Fresh temperature probe broken not working - Alarm status Trigger",BOOL,RW,0
"Al_FansOvld.Active",1033,"Fans overload alarm - Alarm status",BOOL,R,0
"Al_FansOvld.Trigger",1034,"Fans overload alarm - Alarm status Trigger",BOOL,RW,0
"Al_Filters.Active",1035,"Supply filters alarm - Alarm status",BOOL,R,0
"Al_Filters.Trigger",1036,"Supply filters alarm - Alarm status Trigger",BOOL,RW,0
"Al_Fire.Active",1037,"Fire alarm by digital input - Alarm status",BOOL,R,0
"Al_Fire.Trigger",1038,"Fire alarm by digital input - Alarm status Trigger",BOOL,RW,0
"Al_FireAlrm_ZA_1.Active",1039,"Supply fan - Fire alarm - Alarm status",BOOL,R,0
"Al_FireAlrm_ZA_1.Trigger",1040,"Supply fan - Fire alarm - Alarm status Trigger",BOOL,RW,0
"Al_FireAlrm_ZA_2.Active",1041,"Return fan - Fire alarm - Alarm status",BOOL,R,0
"Al_FireAlrm_ZA_2.Trigger",1042,"Return fan - Fire alarm - Alarm status Trigger",BOOL,RW,0
"Al_FireExh.Active",1043,"Fire alarm by temperature - Alarm status",BOOL,R,0
"Al_FireExh.Trigger",1044,"Fire alarm by temperature - Alarm status Trigger",BOOL,RW,0
"Al_FreshAirHumPrb.Active",1045,"Fresh air humidity probe not working - Alarm status",BOOL,R,0
"Al_FreshAirHumPrb.Trigger",1046,"Fresh air humidity probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgP_Prb_C1.Active",1047,"Circ.1 - Discharge pressure probe not working - Alarm status",BOOL,R,0
"Al_G_DscgP_Prb_C1.Trigger",1048,"Circ.1 - Discharge pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgP_Prb_C2.Active",1049,"Circ.2 - Discharge pressure probe not working - Alarm status",BOOL,R,0
"Al_G_DscgP_Prb_C2.Trigger",1050,"Circ.2 - Discharge pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgP_Prb_C3.Active",1051,"Circ.3 - Discharge pressure probe not working - Alarm status",BOOL,R,0
"Al_G_DscgP_Prb_C3.Trigger",1052,"Circ.3 - Discharge pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgTempPrb_C1.Active",1053,"Circ.1 - Discharge temperature probe not working - Alarm status",BOOL,R,0
"Al_G_DscgTempPrb_C1.Trigger",1054,"Circ.1 - Discharge temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgTempPrb_C2.Active",1055,"Circ.2 - Discharge temperature probe not working - Alarm status",BOOL,R,0
"Al_G_DscgTempPrb_C2.Trigger",1056,"Circ.2 - Discharge temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_DscgTempPrb_C3.Active",1057,"Circ.3 - Discharge temperature probe not working - Alarm status",BOOL,R,0
"Al_G_DscgTempPrb_C3.Trigger",1058,"Circ.3 - Discharge temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctP_Prb_C1.Active",1059,"Circ.1 - Suction pressure probe not working - Alarm status",BOOL,R,0
"Al_G_SuctP_Prb_C1.Trigger",1060,"Circ.1 - Suction pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctP_Prb_C2.Active",1061,"Circ.2 - Suction pressure probe not working - Alarm status",BOOL,R,0
"Al_G_SuctP_Prb_C2.Trigger",1062,"Circ.2 - Suction pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctP_Prb_C3.Active",1063,"Circ.3 - Suction pressure probe not working - Alarm status",BOOL,R,0
"Al_G_SuctP_Prb_C3.Trigger",1064,"Circ.3 - Suction pressure probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctTempPrb_C1.Active",1065,"Circ.1 - Suction temperature probe not working - Alarm status",BOOL,R,0
"Al_G_SuctTempPrb_C1.Trigger",1066,"Circ.1 - Suction temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctTempPrb_C2.Active",1067,"Circ.2 - Suction temperature probe not working - Alarm status",BOOL,R,0
"Al_G_SuctTempPrb_C2.Trigger",1068,"Circ.2 - Suction temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_G_SuctTempPrb_C3.Active",1069,"Circ.3 - Suction temperature probe not working - Alarm status",BOOL,R,0
"Al_G_SuctTempPrb_C3.Trigger",1070,"Circ.3 - Suction temperature probe not working - Alarm status Trigger",BOOL,RW,0
"Al_Gas_Damper_Close.Active",1071,"Alarm status",BOOL,RW,0
"Al_Gas_Damper_Close.Trigger",1072,"Alarm status Trigger",BOOL,RW,0
"Al_Gas_Damper_Open.Active",1073,"Gas Damper - Alarm status",BOOL,RW,0
"Al_Gas_Damper_Open.Trigger",1074,"Gas Damper - Alarm status Trigger",BOOL,RW,0
"Al_GenericErr_EBM_1.Active",1075,"Supply fan - Generic error - Alarm status",BOOL,R,0
"Al_GenericErr_EBM_1.Trigger",1076,"Supply fan - Generic error - Alarm status Trigger",BOOL,RW,0
"Al_GenericErr_EBM_2.Active",1077,"Return fan - Generic error - Alarm status",BOOL,R,0
"Al_GenericErr_EBM_2.Trigger",1078,"Return fan - Generic error - Alarm status Trigger",BOOL,RW,0
"Al_HEPA_Filter1.Active",1079,"Hepa filter 1 - Alarm status",BOOL,RW,0
"Al_HEPA_Filter1.Trigger",1080,"Hepa filter 1 - Alarm status Trigger",BOOL,RW,0
"Al_HEPA_Filter2.Active",1081,"Hepa filter 2 - Alarm status",BOOL,RW,0
"Al_HEPA_Filter2.Trigger",1082,"Hepa filter 2 - Alarm status Trigger",BOOL,RW,0
"Al_HEPA_pressProb1.Active",1083,"Hepa 1 pressure probe alarm - Alarm status",BOOL,RW,0
"Al_HEPA_pressProb1.Trigger",1084,"Hepa 1 pressure probe alarm - Alarm status Trigger",BOOL,RW,0
"Al_HEPA_pressProb2.Active",1085,"Hepa 1 pressure probe alarm - Alarm status",BOOL,RW,0
"Al_HEPA_pressProb2.Trigger",1086,"Hepa 1 pressure probe alarm - Alarm status Trigger",BOOL,RW,0
"Al_HallSenErr_EBM_1.Active",1087,"Supply fan - Hall sensor error - Alarm status",BOOL,R,0
"Al_HallSenErr_EBM_1.Trigger",1088,"Supply fan - Hall sensor error - Alarm status Trigger",BOOL,RW,0
"Al_HallSenErr_EBM_2.Active",1089,"Return fan - Hall sensor error - Alarm status",BOOL,R,0
"Al_HallSenErr_EBM_2.Trigger",1090,"Return fan - Hall sensor error - Alarm status Trigger",BOOL,RW,0
"Al_HallSensor_ZA_1.Active",1091,"Supply fan - Hall sensor error - Alarm status",BOOL,R,0
"Al_HallSensor_ZA_1.Trigger",1092,"Supply fan - Hall sensor error - Alarm status Trigger",BOOL,RW,0
"Al_HallSensor_ZA_2.Active",1093,"Return fan - Hall sensor error - Alarm status",BOOL,R,0
"Al_HallSensor_ZA_2.Trigger",1094,"Return fan - Hall sensor error - Alarm status Trigger",BOOL,RW,0
"Al_Heat.Active",1095,"Heating device alarm - Alarm status",BOOL,R,0
"Al_Heat.Trigger",1096,"Heating device alarm - Alarm status Trigger",BOOL,RW,0
"Al_Heat2_WorkHrsWarn.Active",1097,"Heat device 2 maintenance required - Alarm status",BOOL,R,0
"Al_Heat2_WorkHrsWarn.Trigger",1098,"Heat device 2 maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_HeatCoilTempPrb.Active",1099,"Heating coil water temp.probe not working - Alarm status",BOOL,R,0
"Al_HeatCoilTempPrb.Trigger",1100,"Heating coil water temp.probe not working - Alarm status Trigger",BOOL,RW,0
"Al_HeatExchgWorkHrsWarn.Active",1101,"Heat recovery maintenance required - Alarm status",BOOL,R,0
"Al_HeatExchgWorkHrsWarn.Trigger",1102,"Heat recovery maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_HeatMotStopped_EBM_1.Active",1103,"Supply fan - Heating: motor stop - Alarm status",BOOL,R,0
"Al_HeatMotStopped_EBM_1.Trigger",1104,"Supply fan - Heating: motor stop - Alarm status Trigger",BOOL,RW,0
"Al_HeatMotStopped_EBM_2.Active",1105,"Return fan - Heating: motor stop - Alarm status",BOOL,R,0
"Al_HeatMotStopped_EBM_2.Trigger",1106,"Return fan - Heating: motor stop - Alarm status Trigger",BOOL,RW,0
"Al_HeatWorkHrsWarn.Active",1107,"Heat device maintenance required - Alarm status",BOOL,R,0
"Al_HeatWorkHrsWarn.Trigger",1108,"Heat device maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_HiPbyPrbCirc1.Active",1109,"Circ.1 - BLDC high pressure by probe - Alarm status",BOOL,R,0
"Al_HiPbyPrbCirc1.Trigger",1110,"Circ.1 - BLDC high pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_HiPbyPrbCirc2.Active",1111,"Circ.2 - BLDC high pressure by probe - Alarm status",BOOL,R,0
"Al_HiPbyPrbCirc2.Trigger",1112,"Circ.2 - BLDC high pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_HiPbyPrbCirc3.Active",1113,"Circ.3 - BLDC high pressure by probe - Alarm status",BOOL,R,0
"Al_HiPbyPrbCirc3.Trigger",1114,"Circ.3 - BLDC high pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_HiTempCond_EVD1.Active",1115,"Circ.1 - EEV alarm high condensing temp. - Alarm status",BOOL,R,0
"Al_HiTempCond_EVD1.Trigger",1116,"Circ.1 - EEV alarm high condensing temp. - Alarm status Trigger",BOOL,RW,0
"Al_HiTempCond_EVD2.Active",1117,"Circ.2 - EEV alarm high condensing temp. - Alarm status",BOOL,R,0
"Al_HiTempCond_EVD2.Trigger",1118,"Circ.2 - EEV alarm high condensing temp. - Alarm status Trigger",BOOL,RW,0
"Al_HiTempCond_EVD3.Active",1119,"Circ.3 - EEV alarm high condensing temp. - Alarm status",BOOL,R,0
"Al_HiTempCond_EVD3.Trigger",1120,"Circ.3 - EEV alarm high condensing temp. - Alarm status Trigger",BOOL,RW,0
"Al_HighDscgT_BLDC_1.Active",1121,"Circ.1 - High discarge gas temperature - Alarm status",BOOL,R,0
"Al_HighDscgT_BLDC_1.Trigger",1122,"Circ.1 - High discarge gas temperature - Alarm status Trigger",BOOL,RW,0
"Al_HighDscgT_BLDC_2.Active",1123,"Circ.2 - High discarge gas temperature - Alarm status",BOOL,R,0
"Al_HighDscgT_BLDC_2.Trigger",1124,"Circ.2 - High discarge gas temperature - Alarm status Trigger",BOOL,RW,0
"Al_HighDscgT_BLDC_3.Active",1125,"Circ.3 - High discarge gas temperature - Alarm status",BOOL,R,0
"Al_HighDscgT_BLDC_3.Trigger",1126,"Circ.3 - High discarge gas temperature - Alarm status Trigger",BOOL,RW,0
"Al_Hum.Active",1127,"Humidifier alarm - Alarm status",BOOL,R,0
"Al_Hum.Trigger",1128,"Humidifier alarm - Alarm status Trigger",BOOL,RW,0
"Al_HumIEC_WorkHrsWarn.Active",1129,"IEC humidifier maintenance required - Alarm status",BOOL,R,0
"Al_HumIEC_WorkHrsWarn.Trigger",1130,"IEC humidifier maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_HumWorkHrsWarn.Active",1131,"Humidifier maintenance required - Alarm status",BOOL,R,0
"Al_HumWorkHrsWarn.Trigger",1132,"Humidifier maintenance required - Alarm status Trigger",BOOL,RW,0
"Al_IGBTfault_ZA_1.Active",1133,"Supply fan - IGBT fault - Alarm status",BOOL,R,0
"Al_IGBTfault_ZA_1.Trigger",1134,"Supply fan - IGBT fault - Alarm status Trigger",BOOL,RW,0
"Al_IGBTfault_ZA_2.Active",1135,"Return fan - IGBT fault - Alarm status",BOOL,R,0
"Al_IGBTfault_ZA_2.Trigger",1136,"Return fan - IGBT fault - Alarm status Trigger",BOOL,RW,0
"Al_IceProtection_EBM_1.Active",1137,"Supply fan - Ice protection - Alarm status",BOOL,R,0
"Al_IceProtection_EBM_1.Trigger",1138,"Supply fan - Ice protection - Alarm status Trigger",BOOL,RW,0
"Al_IceProtection_EBM_2.Active",1139,"Return fan - Ice protection - Alarm status",BOOL,R,0
"Al_IceProtection_EBM_2.Trigger",1140,"Return fan - Ice protection - Alarm status Trigger",BOOL,RW,0
"Al_Input_generic.Active",1141,"Generic external alarm  - Alarm status",BOOL,RW,0
"Al_Input_generic.Trigger",1142,"Generic external alarm  - Alarm status Trigger",BOOL,RW,0
"Al_IntCircSuperHeat_EBM_1.Active",1143,"Supply fan - Intern.circ.overheat - Alarm status",BOOL,R,0
"Al_IntCircSuperHeat_EBM_1.Trigger",1144,"Supply fan - Intern.circ.overheat - Alarm status Trigger",BOOL,RW,0
"Al_IntCircSuperHeat_EBM_2.Active",1145,"Return fan - Intern.circ.overheat - Alarm status",BOOL,R,0
"Al_IntCircSuperHeat_EBM_2.Trigger",1146,"Return fan - Intern.circ.overheat - Alarm status Trigger",BOOL,RW,0
"Al_InternCircHighTemp_EBM_1.Active",1147,"Supply fan - Int.circ.high temp. - Alarm status",BOOL,R,0
"Al_InternCircHighTemp_EBM_1.Trigger",1148,"Supply fan - Int.circ.high temp. - Alarm status Trigger",BOOL,RW,0
"Al_InternCircHighTemp_EBM_2.Active",1149,"Return fan - Int.circ.high temp. - Alarm status",BOOL,R,0
"Al_InternCircHighTemp_EBM_2.Trigger",1150,"Return fan - Int.circ.high temp. - Alarm status Trigger",BOOL,RW,0
"Al_InvOffline_PWRP_1.Active",1151,"Circ.1 - Inverter offline - Alarm status",BOOL,R,0
"Al_InvOffline_PWRP_1.Trigger",1152,"Circ.1 - Inverter offline - Alarm status Trigger",BOOL,RW,0
"Al_InvOffline_PWRP_2.Active",1153,"Circ.2 - Inverter offline - Alarm status",BOOL,R,0
"Al_InvOffline_PWRP_2.Trigger",1154,"Circ.2 - Inverter offline - Alarm status Trigger",BOOL,RW,0
"Al_InvOffline_PWRP_3.Active",1155,"Circ.3 - Inverter offline - Alarm status",BOOL,R,0
"Al_InvOffline_PWRP_3.Trigger",1156,"Circ.3 - Inverter offline - Alarm status Trigger",BOOL,RW,0
"Al_LOP_A_EVD1.Active",1157,"Circ.1 - EEV alarm LOP - Alarm status",BOOL,R,0
"Al_LOP_A_EVD1.Trigger",1158,"Circ.1 - EEV alarm LOP - Alarm status Trigger",BOOL,RW,0
"Al_LOP_A_EVD2.Active",1159,"Circ.2 - EEV alarm LOP - Alarm status",BOOL,R,0
"Al_LOP_A_EVD2.Trigger",1160,"Circ.2 - EEV alarm LOP - Alarm status Trigger",BOOL,RW,0
"Al_LOP_A_EVD3.Active",1161,"Circ.3 - EEV alarm LOP - Alarm status",BOOL,R,0
"Al_LOP_A_EVD3.Trigger",1162,"Circ.3 - EEV alarm LOP - Alarm status Trigger",BOOL,RW,0
"Al_LP_Circ1.Active",1163,"Low Pressure Circuit1 - Alarm status",BOOL,RW,1
"Al_LP_Circ1.Trigger",1164,"Low Pressure Circuit1 - Alarm status Trigger",BOOL,RW,1
"Al_LP_Circ2.Active",1165,"Low Pressure Circuit2 - Alarm status",BOOL,RW,0
"Al_LP_Circ2.Trigger",1166,"Low Pressure Circuit2 - Alarm status Trigger",BOOL,RW,0
"Al_LimMainsA_EBM_1.Active",1167,"Supply fan - Lim.mains current - Alarm status",BOOL,R,0
"Al_LimMainsA_EBM_1.Trigger",1168,"Supply fan - Lim.mains current - Alarm status Trigger",BOOL,RW,0
"Al_LimMainsA_EBM_2.Active",1169,"Return fan - Lim.mains current - Alarm status",BOOL,R,0
"Al_LimMainsA_EBM_2.Trigger",1170,"Return fan - Lim.mains current - Alarm status Trigger",BOOL,RW,0
"Al_LimMainsPwr_EBM_1.Active",1171,"Supply fan - Lim.mains power - Alarm status",BOOL,R,0
"Al_LimMainsPwr_EBM_1.Trigger",1172,"Supply fan - Lim.mains power - Alarm status Trigger",BOOL,RW,0
"Al_LimMainsPwr_EBM_2.Active",1173,"Return fan - Lim.mains power - Alarm status",BOOL,R,0
"Al_LimMainsPwr_EBM_2.Trigger",1174,"Return fan - Lim.mains power - Alarm status Trigger",BOOL,RW,0
"Al_LineFault_ZA_1.Active",1175,"Supply fan - Line Fault - Alarm status",BOOL,R,0
"Al_LineFault_ZA_1.Trigger",1176,"Supply fan - Line Fault - Alarm status Trigger",BOOL,RW,0
"Al_LineFault_ZA_2.Active",1177,"Return fan - Line Fault - Alarm status",BOOL,R,0
"Al_LineFault_ZA_2.Trigger",1178,"Return fan - Line Fault - Alarm status Trigger",BOOL,RW,0
"Al_LineImpHigh_EBM_1.Active",1179,"Supply fan - Line imp. High - Alarm status",BOOL,R,0
"Al_LineImpHigh_EBM_1.Trigger",1180,"Supply fan - Line imp. High - Alarm status Trigger",BOOL,RW,0
"Al_LineImpHigh_EBM_2.Active",1181,"Return fan - Line imp. High - Alarm status",BOOL,R,0
"Al_LineImpHigh_EBM_2.Trigger",1182,"Return fan - Line imp. High - Alarm status Trigger",BOOL,RW,0
"Al_LoPbyPrbCirc1.Active",1183,"Circ.1 - BLDC low pressure by probe - Alarm status",BOOL,R,0
"Al_LoPbyPrbCirc1.Trigger",1184,"Circ.1 - BLDC low pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_LoPbyPrbCirc2.Active",1185,"Circ.2 - BLDC low pressure by probe - Alarm status",BOOL,R,0
"Al_LoPbyPrbCirc2.Trigger",1186,"Circ.2 - BLDC low pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_LoPbyPrbCirc3.Active",1187,"Circ.3 - BLDC low pressure by probe - Alarm status",BOOL,R,0
"Al_LoPbyPrbCirc3.Trigger",1188,"Circ.3 - BLDC low pressure by probe - Alarm status Trigger",BOOL,RW,0
"Al_LowDeltaP_BLDC_1.Active",1189,"Circ.1 - Low delta pressure - Alarm status",BOOL,R,0
"Al_LowDeltaP_BLDC_1.Trigger",1190,"Circ.1 - Low delta pressure - Alarm status Trigger",BOOL,RW,0
"Al_LowDeltaP_BLDC_2.Active",1191,"Circ.2 - Low delta pressure - Alarm status",BOOL,R,0
"Al_LowDeltaP_BLDC_2.Trigger",1192,"Circ.2 - Low delta pressure - Alarm status Trigger",BOOL,RW,0
"Al_LowDeltaP_BLDC_3.Active",1193,"Circ.3 - Low delta pressure - Alarm status",BOOL,R,0
"Al_LowDeltaP_BLDC_3.Trigger",1194,"Circ.3 - Low delta pressure - Alarm status Trigger",BOOL,RW,0
"Al_LowSH_A_EVD1.Active",1195,"Circ.1 - EEV alarm Low SH - Alarm status",BOOL,R,0
"Al_LowSH_A_EVD1.Trigger",1196,"Circ.1 - EEV alarm Low SH - Alarm status Trigger",BOOL,RW,0
"Al_LowSH_A_EVD2.Active",1197,"Circ.2 - EEV alarm Low SH - Alarm status",BOOL,R,0
"Al_LowSH_A_EVD2.Trigger",1198,"Circ.2 - EEV alarm Low SH - Alarm status Trigger",BOOL,RW,0
"Al_LowSH_A_EVD3.Active",1199,"Circ.3 - EEV alarm Low SH - Alarm status",BOOL,R,0
"Al_LowSH_A_EVD3.Trigger",1200,"Circ.3 - EEV alarm Low SH - Alarm status Trigger",BOOL,RW,0
"Al_LowSuct_A_EVD1.Active",1201,"Circ.1 - EEV alarm low suction temp. - Alarm status",BOOL,R,0
"Al_LowSuct_A_EVD1.Trigger",1202,"Circ.1 - EEV alarm low suction temp. - Alarm status Trigger",BOOL,RW,0
"Al_LowSuct_A_EVD2.Active",1203,"Circ.2 - EEV alarm low suction temp. - Alarm status",BOOL,R,0
"Al_LowSuct_A_EVD2.Trigger",1204,"Circ.2 - EEV alarm low suction temp. - Alarm status Trigger",BOOL,RW,0
"Al_LowSuct_A_EVD3.Active",1205,"Circ.3 - EEV alarm low suction temp. - Alarm status",BOOL,R,0
"Al_LowSuct_A_EVD3.Trigger",1206,"Circ.3 - EEV alarm low suction temp. - Alarm status Trigger",BOOL,RW,0
"Al_LowSupplyTemp.Active",1207,"Supply temperature out of range - Alarm status",BOOL,R,0
"Al_LowSupplyTemp.Trigger",1208,"Supply temperature out of range - Alarm status Trigger",BOOL,RW,0
"Al_MOP_A_EVD1.Active",1209,"Circ.1 - EEV alarm MOP - Alarm status",BOOL,R,0
"Al_MOP_A_EVD1.Trigger",1210,"Circ.1 - EEV alarm MOP - Alarm status Trigger",BOOL,RW,0
"Al_MOP_A_EVD2.Active",1211,"Circ.2 - EEV alarm MOP - Alarm status",BOOL,R,0
"Al_MOP_A_EVD2.Trigger",1212,"Circ.2 - EEV alarm MOP - Alarm status Trigger",BOOL,RW,0
"Al_MOP_A_EVD3.Active",1213,"Circ.3 - EEV alarm MOP - Alarm status",BOOL,R,0
"Al_MOP_A_EVD3.Trigger",1214,"Circ.3 - EEV alarm MOP - Alarm status Trigger",BOOL,RW,0
"Al_MainsOverV_EBM_1.Active",1215,"Supply fan - Mains overvoltage - Alarm status",BOOL,R,0
"Al_MainsOverV_EBM_1.Trigger",1216,"Supply fan - Mains overvoltage - Alarm status Trigger",BOOL,RW,0
"Al_MainsOverV_EBM_2.Active",1217,"Return fan - Mains overvoltage - Alarm status",BOOL,R,0
"Al_MainsOverV_EBM_2.Trigger",1218,"Return fan - Mains overvoltage - Alarm status Trigger",BOOL,RW,0
"Al_MainsUnderV_EBM_1.Active",1219,"Supply fan - Mains undervolt. - Alarm status",BOOL,R,0
